time,sensor1,sensor2
2019-01-30 06:36:55,20.56,20.31
2019-01-30 06:46:56,20.56,20.31
2019-01-30 06:56:56,20.56,20.31
2019-01-30 07:06:57,20.56,20.31
2019-01-30 07:16:58,20.56,20.38
2019-01-30 07:26:58,20.62,20.38
2019-01-30 07:36:59,20.56,20.38
2019-01-30 07:47:00,20.56,20.38
2019-01-30 07:57:00,20.62,20.44
2019-01-30 08:07:01,20.75,20.50
2019-01-30 08:17:02,20.81,20.62
2019-01-30 08:27:02,20.88,20.69
2019-01-30 08:37:03,20.94,20.81
2019-01-30 08:47:04,21.25,20.94
2019-01-30 08:57:04,21.25,21.06
2019-01-30 09:07:05,21.19,21.12
2019-01-30 09:17:06,21.12,21.19
2019-01-30 09:27:06,21.31,21.19
2019-01-30 09:37:07,21.38,21.19
2019-01-30 09:47:07,21.19,21.19
2019-01-30 09:57:08,21.25,21.19
2019-01-30 10:07:09,21.19,21.25
2019-01-30 10:17:09,21.25,21.25
2019-01-30 10:27:10,21.19,21.31
2019-01-30 10:37:11,21.25,21.38
2019-01-30 10:47:11,21.31,21.38
2019-01-30 10:57:12,21.31,21.38
2019-01-30 11:07:13,21.38,21.44
2019-01-30 11:17:13,21.31,21.44
2019-01-30 11:27:14,21.31,21.50
2019-01-30 11:37:15,21.50,21.50
2019-01-30 11:47:15,21.31,21.50
2019-01-30 11:57:16,21.38,21.50
2019-01-30 12:07:17,21.38,21.50
2019-01-30 12:17:17,21.38,21.50
2019-01-30 12:27:18,21.38,21.50
2019-01-30 12:37:19,21.31,21.44
2019-01-30 12:47:19,21.31,21.44
2019-01-30 12:57:20,21.31,21.50
2019-01-30 13:07:21,21.31,21.50
2019-01-30 13:17:21,21.38,21.50
2019-01-30 13:27:22,21.44,21.56
2019-01-30 13:37:23,21.44,21.56
2019-01-30 13:47:23,21.44,21.62
2019-01-30 13:57:24,21.50,21.62
2019-01-30 14:07:25,21.62,21.62
2019-01-30 14:17:25,21.44,21.62
2019-01-30 14:27:26,21.56,21.69
2019-01-30 14:37:27,21.62,21.69
2019-01-30 14:47:27,21.50,21.69
2019-01-30 14:57:28,21.50,21.69
2019-01-30 15:07:29,21.44,21.69
2019-01-30 15:17:29,21.50,21.69
2019-01-30 15:27:30,21.44,21.69
2019-01-30 15:37:31,21.38,21.62
2019-01-30 15:47:31,21.44,21.62
2019-01-30 15:57:32,21.44,21.62
2019-01-30 16:07:33,21.31,21.62
2019-01-30 16:17:33,21.38,21.62
2019-01-30 16:27:34,21.44,21.56
2019-01-30 16:37:35,21.38,21.56
2019-01-30 16:47:35,21.25,21.50
2019-01-30 16:57:36,21.25,21.50
2019-01-30 17:07:37,21.19,21.38
2019-01-30 17:17:37,21.12,21.25
2019-01-30 17:27:38,21.06,21.19
2019-01-30 17:37:39,21.06,21.12
2019-01-30 17:47:39,21.06,21.06
2019-01-30 17:57:40,21.00,21.06
2019-01-30 18:07:40,21.00,21.00
2019-01-30 18:17:41,20.94,20.94
2019-01-30 18:27:42,20.94,20.88
2019-01-30 18:37:42,20.94,20.88
2019-01-30 18:47:43,20.88,20.81
2019-01-30 18:57:44,20.88,20.81
2019-01-30 19:07:44,20.88,20.81
2019-01-30 19:17:45,20.88,20.81
2019-01-30 19:27:46,20.88,20.75
2019-01-30 19:37:46,20.81,20.69
2019-01-30 19:47:47,20.88,20.69
2019-01-30 19:57:48,20.88,20.69
2019-01-30 20:07:48,20.88,20.69
2019-01-30 20:17:49,20.94,20.62
2019-01-30 20:27:50,20.88,20.62
2019-01-30 20:37:50,20.88,20.56
2019-01-30 20:47:51,20.88,20.56
2019-01-30 20:57:52,20.88,20.56
2019-01-30 21:07:52,20.88,20.56
2019-01-30 21:17:53,20.88,20.56
2019-01-30 21:27:54,20.88,20.50
2019-01-30 21:37:54,20.88,20.50
2019-01-30 21:47:55,20.81,20.44
2019-01-30 21:57:56,20.75,20.44
2019-01-30 22:07:56,20.81,20.44
2019-01-30 22:17:57,20.75,20.44
2019-01-30 22:27:58,20.75,20.44
2019-01-30 22:37:58,20.75,20.44
2019-01-30 22:47:59,20.75,20.38
2019-01-30 22:58:00,20.69,20.38
2019-01-30 23:08:00,20.69,20.38
2019-01-30 23:18:01,20.69,20.38
2019-01-30 23:28:02,20.62,20.31
2019-01-30 23:38:02,20.62,20.31
2019-01-30 23:48:03,20.62,20.31
2019-01-30 23:58:04,20.62,20.25
2019-01-31 00:08:04,20.62,20.25
2019-01-31 00:18:05,20.56,20.25
2019-01-31 00:28:06,20.56,20.19
2019-01-31 00:38:06,20.62,20.19
2019-01-31 00:48:07,20.62,20.19
2019-01-31 00:58:08,20.56,20.19
2019-01-31 01:08:08,20.56,20.19
2019-01-31 01:18:09,20.56,20.19
2019-01-31 01:28:10,20.56,20.12
2019-01-31 01:38:10,20.56,20.12
2019-01-31 01:48:11,20.56,20.12
2019-01-31 01:58:12,20.50,20.06
2019-01-31 02:08:12,20.50,20.06
2019-01-31 02:18:13,20.50,20.06
2019-01-31 02:28:13,20.50,20.06
2019-01-31 02:38:14,20.44,20.06
2019-01-31 02:48:15,20.50,20.06
2019-01-31 02:58:15,20.50,20.00
2019-01-31 03:08:16,20.44,20.00
2019-01-31 03:18:17,20.50,20.00
2019-01-31 03:28:17,20.50,20.00
2019-01-31 03:38:18,20.44,20.00
2019-01-31 03:48:19,20.44,20.00
2019-01-31 03:58:19,20.44,20.00
2019-01-31 04:08:20,20.44,19.94
2019-01-31 04:18:21,20.44,19.94
2019-01-31 04:28:21,20.44,19.94
2019-01-31 04:38:22,20.44,19.94
2019-01-31 04:48:23,20.44,19.94
2019-01-31 04:58:23,20.44,19.94
2019-01-31 05:08:24,20.44,19.94
2019-01-31 05:18:25,20.44,20.00
2019-01-31 05:28:25,20.44,20.00
2019-01-31 05:38:26,20.44,20.00
2019-01-31 05:48:27,20.50,19.94
2019-01-31 05:58:27,20.44,20.00
2019-01-31 06:08:28,20.44,20.00
2019-01-31 06:18:29,20.44,20.00
2019-01-31 06:28:29,20.44,20.00
2019-01-31 06:38:30,20.38,20.00
2019-01-31 06:48:31,20.31,20.06
2019-01-31 06:58:31,20.31,20.06
2019-01-31 07:08:32,20.31,20.06
2019-01-31 07:18:33,20.31,20.06
2019-01-31 07:28:33,20.44,20.12
2019-01-31 07:38:34,20.50,20.19
2019-01-31 07:48:35,20.50,20.25
2019-01-31 07:58:35,20.56,20.31
2019-01-31 08:08:36,20.62,20.38
2019-01-31 08:18:37,20.69,20.50
2019-01-31 08:28:37,21.00,20.62
2019-01-31 08:38:38,20.88,20.69
2019-01-31 08:48:39,21.31,20.88
2019-01-31 08:58:39,21.12,20.94
2019-01-31 09:08:40,21.06,21.00
2019-01-31 09:18:41,21.12,21.06
2019-01-31 09:28:41,21.19,21.12
2019-01-31 09:38:42,21.31,21.19
2019-01-31 09:48:43,21.31,21.19
2019-01-31 09:58:43,21.25,21.19
2019-01-31 10:08:44,21.31,21.25
2019-01-31 10:18:45,21.12,21.25
2019-01-31 10:28:45,21.31,21.25
2019-01-31 10:38:46,21.38,21.38
2019-01-31 10:48:46,21.38,21.50
2019-01-31 10:58:47,21.50,21.56
2019-01-31 11:08:48,21.44,21.56
2019-01-31 11:18:48,21.44,21.62
2019-01-31 11:28:49,21.50,21.62
2019-01-31 11:38:50,21.38,21.62
2019-01-31 11:48:50,21.38,21.62
2019-01-31 11:58:51,21.50,21.56
2019-01-31 12:08:52,21.38,21.56
2019-01-31 12:18:52,21.44,21.56
2019-01-31 12:28:53,21.38,21.56
2019-01-31 12:38:54,21.44,21.56
2019-01-31 12:48:54,21.44,21.56
2019-01-31 12:58:55,21.56,21.62
2019-01-31 13:08:56,21.56,21.69
2019-01-31 13:18:56,21.62,21.69
2019-01-31 13:28:57,21.56,21.69
2019-01-31 13:38:58,21.56,21.69
2019-01-31 13:48:58,21.69,21.69
2019-01-31 13:58:59,21.69,21.69
2019-01-31 14:09:00,21.62,21.75
2019-01-31 14:19:00,21.62,21.75
2019-01-31 14:29:01,21.81,21.81
2019-01-31 14:39:02,21.81,21.81
2019-01-31 14:49:02,21.56,21.75
2019-01-31 14:59:03,21.44,21.75
2019-01-31 15:09:04,21.50,21.75
2019-01-31 15:19:04,21.56,21.75
2019-01-31 15:29:05,21.56,21.75
2019-01-31 15:39:06,21.56,21.75
2019-01-31 15:49:06,21.50,21.75
2019-01-31 15:59:07,21.50,21.75
2019-01-31 16:09:08,21.50,21.69
2019-01-31 16:19:08,21.44,21.69
2019-01-31 16:29:09,21.44,21.62
2019-01-31 16:39:10,21.44,21.62
2019-01-31 16:49:10,21.38,21.62
2019-01-31 16:59:11,21.38,21.56
2019-01-31 17:09:12,21.31,21.56
2019-01-31 17:19:12,21.31,21.50
2019-01-31 17:29:13,21.25,21.38
2019-01-31 17:39:14,21.19,21.38
2019-01-31 17:49:14,21.19,21.31
2019-01-31 17:59:15,21.19,21.25
2019-01-31 18:09:16,21.19,21.19
2019-01-31 18:19:16,21.19,21.12
2019-01-31 18:29:17,21.19,21.12
2019-01-31 18:39:18,21.19,21.00
2019-01-31 18:49:18,21.12,21.00
2019-01-31 18:59:19,21.12,20.94
2019-01-31 19:09:19,21.06,20.88
2019-01-31 19:19:20,21.06,20.88
2019-01-31 19:29:21,21.06,20.88
2019-01-31 19:39:21,21.00,20.81
2019-01-31 19:49:22,21.00,20.81
2019-01-31 19:59:23,20.94,20.81
2019-01-31 20:09:23,20.94,20.75
2019-01-31 20:19:24,20.94,20.75
2019-01-31 20:29:25,20.94,20.75
2019-01-31 20:39:25,20.94,20.75
2019-01-31 20:49:26,20.94,20.69
2019-01-31 20:59:27,20.94,20.69
2019-01-31 21:09:27,20.94,20.69
2019-01-31 21:19:28,20.94,20.69
2019-01-31 21:29:29,20.88,20.69
2019-01-31 21:39:29,20.88,20.69
2019-01-31 21:49:30,20.88,20.62
2019-01-31 21:59:31,20.88,20.62
2019-01-31 22:09:31,20.88,20.62
2019-01-31 22:19:32,20.88,20.62
2019-01-31 22:29:33,20.81,20.62
2019-01-31 22:39:33,20.81,20.56
2019-01-31 22:49:34,20.81,20.56
2019-01-31 22:59:35,20.81,20.56
2019-01-31 23:09:35,20.81,20.56
2019-01-31 23:19:36,20.81,20.50
2019-01-31 23:29:37,20.81,20.56
2019-01-31 23:39:37,20.81,20.50
2019-01-31 23:49:38,20.81,20.50
2019-01-31 23:59:39,20.75,20.50
2019-02-01 00:09:39,20.75,20.50
2019-02-01 00:19:40,20.75,20.50
2019-02-01 00:29:41,20.75,20.50
2019-02-01 00:39:41,20.75,20.50
2019-02-01 00:49:42,20.75,20.50
2019-02-01 00:59:43,20.81,20.50
2019-02-01 01:09:43,20.81,20.50
2019-02-01 01:19:44,20.75,20.44
2019-02-01 01:29:45,20.75,20.44
2019-02-01 01:39:45,20.75,20.44
2019-02-01 01:49:46,20.75,20.44
2019-02-01 01:59:47,20.75,20.44
2019-02-01 02:09:47,20.75,20.44
2019-02-01 02:19:48,20.75,20.44
2019-02-01 02:29:49,20.75,20.44
2019-02-01 02:39:49,20.75,20.44
2019-02-01 02:49:50,20.75,20.44
2019-02-01 02:59:51,20.75,20.44
2019-02-01 03:09:51,20.75,20.44
2019-02-01 03:19:52,20.75,20.44
2019-02-01 03:29:52,20.75,20.44
2019-02-01 03:39:53,20.69,20.44
2019-02-01 03:49:54,20.75,20.44
2019-02-01 03:59:54,20.75,20.44
2019-02-01 04:09:55,20.75,20.44
2019-02-01 04:19:56,20.75,20.44
2019-02-01 04:29:56,20.75,20.44
2019-02-01 04:39:57,20.75,20.44
2019-02-01 04:49:58,20.75,20.44
2019-02-01 04:59:58,20.75,20.44
2019-02-01 05:09:59,20.75,20.44
2019-02-01 05:20:00,20.75,20.44
2019-02-01 05:30:00,20.75,20.44
2019-02-01 05:40:01,20.75,20.44
2019-02-01 05:50:02,20.75,20.44
2019-02-01 06:00:02,20.75,20.44
2019-02-01 06:10:03,20.75,20.44
2019-02-01 06:20:04,20.69,20.44
2019-02-01 06:30:04,20.75,20.44
2019-02-01 06:40:05,20.69,20.44
2019-02-01 06:50:06,20.69,20.50
2019-02-01 07:00:06,20.69,20.50
2019-02-01 07:10:07,20.69,20.50
2019-02-01 07:20:08,20.69,20.50
2019-02-01 07:30:08,20.62,20.50
2019-02-01 07:40:09,20.62,20.50
2019-02-01 07:50:10,20.62,20.50
2019-02-01 08:00:10,20.62,20.50
2019-02-01 08:10:11,20.75,20.62
2019-02-01 08:20:12,20.81,20.69
2019-02-01 08:30:12,20.88,20.81
2019-02-01 08:40:13,21.06,20.88
2019-02-01 08:50:14,21.12,21.06
2019-02-01 09:00:14,21.19,21.19
2019-02-01 09:10:15,21.19,21.19
2019-02-01 09:20:16,21.19,21.25
2019-02-01 09:30:16,21.12,21.31
2019-02-01 09:40:17,21.56,21.31
2019-02-01 09:50:18,21.19,21.31
2019-02-01 10:00:18,21.25,21.31
2019-02-01 10:10:19,21.19,21.38
2019-02-01 10:20:20,21.25,21.38
2019-02-01 10:30:20,21.31,21.44
2019-02-01 10:40:21,21.25,21.50
2019-02-01 10:50:22,21.31,21.50
2019-02-01 11:00:22,21.38,21.56
2019-02-01 11:10:23,21.31,21.56
2019-02-01 11:20:24,21.44,21.56
2019-02-01 11:30:24,21.38,21.62
2019-02-01 11:40:25,21.44,21.62
2019-02-01 11:50:25,21.38,21.62
2019-02-01 12:00:26,21.38,21.56
2019-02-01 12:10:27,21.31,21.62
2019-02-01 12:20:27,21.44,21.62
2019-02-01 12:30:28,21.50,21.56
2019-02-01 12:40:29,21.38,21.62
2019-02-01 12:50:29,21.44,21.56
2019-02-01 13:00:30,21.31,21.62
2019-02-01 13:10:31,21.31,21.62
2019-02-01 13:20:31,21.31,21.69
2019-02-01 13:30:32,21.38,21.75
2019-02-01 13:40:33,21.44,21.75
2019-02-01 13:50:33,21.50,21.75
2019-02-01 14:00:34,21.44,21.75
2019-02-01 14:10:35,21.44,21.75
2019-02-01 14:20:35,21.50,21.75
2019-02-01 14:30:36,21.50,21.75
2019-02-01 14:40:37,21.50,21.75
2019-02-01 14:50:37,21.56,21.69
2019-02-01 15:00:38,21.38,21.69
2019-02-01 15:10:39,21.50,21.69
2019-02-01 15:20:39,21.38,21.69
2019-02-01 15:30:40,21.38,21.69
2019-02-01 15:40:41,21.50,21.69
2019-02-01 15:50:41,21.38,21.62
2019-02-01 16:00:42,21.50,21.62
2019-02-01 16:10:43,21.38,21.56
2019-02-01 16:20:43,21.31,21.50
2019-02-01 16:30:44,21.38,21.44
2019-02-01 16:40:45,21.25,21.38
2019-02-01 16:50:45,21.12,21.31
2019-02-01 17:00:46,21.12,21.25
2019-02-01 17:10:47,21.06,21.19
2019-02-01 17:20:47,21.00,21.12
2019-02-01 17:30:48,21.00,21.06
2019-02-01 17:40:49,21.00,21.00
2019-02-01 17:50:49,20.94,21.00
2019-02-01 18:00:50,20.94,20.94
2019-02-01 18:10:51,21.00,20.94
2019-02-01 18:20:51,21.00,20.88
2019-02-01 18:30:52,20.94,20.81
2019-02-01 18:40:53,20.94,20.81
2019-02-01 18:50:53,20.94,20.75
2019-02-01 19:00:54,20.88,20.75
2019-02-01 19:10:55,20.88,20.69
2019-02-01 19:20:55,20.88,20.69
2019-02-01 19:30:56,20.88,20.62
2019-02-01 19:40:57,20.81,20.62
2019-02-01 19:50:57,20.81,20.62
2019-02-01 20:00:58,20.81,20.62
2019-02-01 20:10:59,20.81,20.56
2019-02-01 20:20:59,20.81,20.56
2019-02-01 20:31:00,20.88,20.56
2019-02-01 20:41:00,20.88,20.56
2019-02-01 20:51:01,20.81,20.56
2019-02-01 21:01:02,20.88,20.56
2019-02-01 21:11:02,20.81,20.50
2019-02-01 21:21:03,20.81,20.50
2019-02-01 21:31:04,20.75,20.50
2019-02-01 21:41:04,20.75,20.50
2019-02-01 21:51:05,20.75,20.50
2019-02-01 22:01:06,20.75,20.50
2019-02-01 22:11:06,20.75,20.50
2019-02-01 22:21:07,20.75,20.50
2019-02-01 22:31:08,20.75,20.50
2019-02-01 22:41:08,20.69,20.44
2019-02-01 22:51:09,20.75,20.44
2019-02-01 23:01:10,20.75,20.44
2019-02-01 23:11:10,20.75,20.50
2019-02-01 23:21:11,20.69,20.44
2019-02-01 23:31:12,20.75,20.44
2019-02-01 23:41:12,20.75,20.44
2019-02-01 23:51:13,20.75,20.44
2019-02-02 00:01:14,20.75,20.44
2019-02-02 00:11:14,20.75,20.44
2019-02-02 00:21:15,20.69,20.44
2019-02-02 00:31:16,20.69,20.44
2019-02-02 00:41:16,20.69,20.44
2019-02-02 00:51:17,20.69,20.44
2019-02-02 01:01:18,20.69,20.44
2019-02-02 01:11:18,20.69,20.44
2019-02-02 01:21:19,20.69,20.44
2019-02-02 01:31:20,20.69,20.44
2019-02-02 01:41:20,20.69,20.44
2019-02-02 01:51:21,20.69,20.44
2019-02-02 02:01:22,20.69,20.44
2019-02-02 02:11:22,20.69,20.44
2019-02-02 02:21:23,20.69,20.44
2019-02-02 02:31:24,20.69,20.44
2019-02-02 02:41:24,20.69,20.44
2019-02-02 02:51:25,20.69,20.44
2019-02-02 03:01:26,20.69,20.44
2019-02-02 03:11:26,20.69,20.44
2019-02-02 03:21:27,20.69,20.44
2019-02-02 03:31:28,20.62,20.44
2019-02-02 03:41:28,20.62,20.44
2019-02-02 03:51:29,20.62,20.44
2019-02-02 04:01:30,20.62,20.44
2019-02-02 04:11:30,20.62,20.44
2019-02-02 04:21:31,20.69,20.44
2019-02-02 04:31:32,20.69,20.44
2019-02-02 04:41:32,20.62,20.44
2019-02-02 04:51:33,20.69,20.44
2019-02-02 05:01:33,20.62,20.44
2019-02-02 05:11:34,20.69,20.44
2019-02-02 05:21:35,20.69,20.44
2019-02-02 05:31:35,20.62,20.44
2019-02-02 05:41:36,20.69,20.44
2019-02-02 05:51:37,20.62,20.44
2019-02-02 06:01:37,20.62,20.44
2019-02-02 06:11:38,20.62,20.44
2019-02-02 06:21:39,20.62,20.38
2019-02-02 06:31:39,20.62,20.38
2019-02-02 06:41:40,20.62,20.44
2019-02-02 06:51:41,20.62,20.38
2019-02-02 07:01:41,20.62,20.38
2019-02-02 07:11:42,20.62,20.44
2019-02-02 07:21:43,20.62,20.38
2019-02-02 07:31:43,20.62,20.38
2019-02-02 07:41:44,20.62,20.38
2019-02-02 07:51:45,20.62,20.38
2019-02-02 08:01:45,20.62,20.38
2019-02-02 08:11:46,20.62,20.38
2019-02-02 08:21:47,20.62,20.38
2019-02-02 08:31:47,20.62,20.38
2019-02-02 08:41:48,20.62,20.38
2019-02-02 08:51:49,20.62,20.38
2019-02-02 09:01:49,20.56,20.38
2019-02-02 09:11:50,20.62,20.38
2019-02-02 09:21:51,20.56,20.38
2019-02-02 09:31:51,20.56,20.38
2019-02-02 09:41:52,20.62,20.38
2019-02-02 09:51:53,20.62,20.38
2019-02-02 10:01:53,20.62,20.38
2019-02-02 10:11:54,20.62,20.38
2019-02-02 10:21:55,20.62,20.38
2019-02-02 10:31:55,20.62,20.38
2019-02-02 10:41:56,20.62,20.38
2019-02-02 10:51:57,20.62,20.38
2019-02-02 11:01:57,20.62,20.44
2019-02-02 11:11:58,20.62,20.44
2019-02-02 11:21:59,20.62,20.44
2019-02-02 11:31:59,20.62,20.44
2019-02-02 11:42:00,20.69,20.44
2019-02-02 11:52:01,20.62,20.44
2019-02-02 12:02:01,20.62,20.44
2019-02-02 12:12:02,20.62,20.38
2019-02-02 12:22:03,20.56,20.44
2019-02-02 12:32:03,20.62,20.44
2019-02-02 12:42:04,20.62,20.38
2019-02-02 12:52:05,20.62,20.38
2019-02-02 13:02:05,20.62,20.38
2019-02-02 13:12:06,20.56,20.38
2019-02-02 13:22:06,20.62,20.38
2019-02-02 13:32:07,20.56,20.38
2019-02-02 13:42:08,20.62,20.38
2019-02-02 13:52:08,20.56,20.38
2019-02-02 14:02:09,20.56,20.38
2019-02-02 14:12:10,20.56,20.38
2019-02-02 14:22:10,20.56,20.38
2019-02-02 14:32:11,20.56,20.38
2019-02-02 14:42:12,20.56,20.38
2019-02-02 14:52:12,20.56,20.31
2019-02-02 15:02:13,20.56,20.31
2019-02-02 15:12:14,20.56,20.31
2019-02-02 15:22:14,20.56,20.31
2019-02-02 15:32:15,20.56,20.31
2019-02-02 15:42:16,20.56,20.31
2019-02-02 15:52:16,20.56,20.31
2019-02-02 16:02:17,20.56,20.31
2019-02-02 16:12:18,20.50,20.31
2019-02-02 16:22:18,20.50,20.31
2019-02-02 16:32:19,20.56,20.31
2019-02-02 16:42:20,20.50,20.31
2019-02-02 16:52:20,20.50,20.31
2019-02-02 17:02:21,20.50,20.31
2019-02-02 17:12:22,20.50,20.31
2019-02-02 17:22:22,20.50,20.25
2019-02-02 17:32:23,20.50,20.25
2019-02-02 17:42:24,20.50,20.25
2019-02-02 17:52:24,20.50,20.25
2019-02-02 18:02:25,20.50,20.25
2019-02-02 18:12:26,20.50,20.25
2019-02-02 18:22:26,20.50,20.25
2019-02-02 18:32:27,20.50,20.25
2019-02-02 18:42:28,20.50,20.25
2019-02-02 18:52:28,20.50,20.25
2019-02-02 19:02:29,20.44,20.19
2019-02-02 19:12:30,20.50,20.19
2019-02-02 19:22:30,20.44,20.19
2019-02-02 19:32:31,20.50,20.19
2019-02-02 19:42:32,20.44,20.19
2019-02-02 19:52:32,20.44,20.19
2019-02-02 20:02:33,20.50,20.19
2019-02-02 20:12:34,20.44,20.19
2019-02-02 20:22:34,20.44,20.12
2019-02-02 20:32:35,20.44,20.19
2019-02-02 20:42:36,20.44,20.12
2019-02-02 20:52:36,20.44,20.19
2019-02-02 21:02:37,20.44,20.19
2019-02-02 21:12:38,20.44,20.12
2019-02-02 21:22:38,20.44,20.12
2019-02-02 21:32:39,20.44,20.12
2019-02-02 21:42:39,20.38,20.12
2019-02-02 21:52:40,20.38,20.12
2019-02-02 22:02:41,20.38,20.12
2019-02-02 22:12:41,20.38,20.12
2019-02-02 22:22:42,20.38,20.06
2019-02-02 22:32:43,20.44,20.06
2019-02-02 22:42:43,20.38,20.06
2019-02-02 22:52:44,20.38,20.06
2019-02-02 23:02:45,20.38,20.06
2019-02-02 23:12:45,20.38,20.06
2019-02-02 23:22:46,20.38,20.06
2019-02-02 23:32:47,20.44,20.06
2019-02-02 23:42:47,20.38,20.06
2019-02-02 23:52:48,20.38,20.06
2019-02-03 00:02:49,20.38,20.06
2019-02-03 00:12:49,20.38,20.06
2019-02-03 00:22:50,20.38,20.00
2019-02-03 00:32:51,20.38,20.00
2019-02-03 00:42:51,20.38,20.00
2019-02-03 00:52:52,20.38,20.00
2019-02-03 01:02:53,20.38,20.00
2019-02-03 01:12:53,20.25,20.00
2019-02-03 01:22:54,20.31,20.00
2019-02-03 01:32:55,20.31,20.00
2019-02-03 01:42:55,20.38,20.00
2019-02-03 01:52:56,20.31,20.00
2019-02-03 02:02:57,20.31,20.00
2019-02-03 02:12:57,20.31,20.00
2019-02-03 02:22:58,20.31,20.00
2019-02-03 02:32:59,20.31,20.00
2019-02-03 02:42:59,20.31,20.00
2019-02-03 02:53:00,20.31,20.00
2019-02-03 03:03:01,20.31,20.00
2019-02-03 03:13:01,20.31,20.00
2019-02-03 03:23:02,20.31,20.00
2019-02-03 03:33:03,20.31,20.00
2019-02-03 03:43:03,20.25,19.94
2019-02-03 03:53:04,20.25,19.94
2019-02-03 04:03:05,20.31,19.94
2019-02-03 04:13:05,20.25,19.94
2019-02-03 04:23:06,20.25,19.94
2019-02-03 04:33:07,20.25,19.94
2019-02-03 04:43:07,20.25,19.94
2019-02-03 04:53:08,20.25,19.94
2019-02-03 05:03:09,20.25,19.88
2019-02-03 05:13:09,20.25,19.88
2019-02-03 05:23:10,20.25,19.88
2019-02-03 05:33:11,20.25,19.88
2019-02-03 05:43:11,20.25,19.88
2019-02-03 05:53:12,20.25,19.81
2019-02-03 06:03:13,20.19,19.81
2019-02-03 06:13:13,20.19,19.81
2019-02-03 06:23:14,20.19,19.81
